game_code,game_date,game_time,home_code,home_name,home_link,away_code,away_name,away_link,arena
ATL-WAS-=2282023,=2-28-2023,7:30p,ATL,Atlanta Hawks,/teams/ATL/2023.html,WAS,Washington Wizards,/teams/WAS/2023.html,State Farm Arena
BRK-MIL-=2282023,=2-28-2023,7:30p,BRK,Brooklyn Nets,/teams/BRK/2023.html,MIL,Milwaukee Bucks,/teams/MIL/2023.html,Barclays Center
TOR-CHI-=2282023,=2-28-2023,7:30p,TOR,Toronto Raptors,/teams/TOR/2023.html,CHI,Chicago Bulls,/teams/CHI/2023.html,Scotiabank Arena
HOU-DEN-=2282023,=2-28-2023,8:00p,HOU,Houston Rockets,/teams/HOU/2023.html,DEN,Denver Nuggets,/teams/DEN/2023.html,Toyota Center
MEM-LAL-=2282023,=2-28-2023,8:00p,MEM,Memphis Grizzlies,/teams/MEM/2023.html,LAL,Los Angeles Lakers,/teams/LAL/2023.html,FedEx Forum
OKC-SAC-=2282023,=2-28-2023,8:00p,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,SAC,Sacramento Kings,/teams/SAC/2023.html,Paycom Center
DAL-IND-=2282023,=2-28-2023,8:30p,DAL,Dallas Mavericks,/teams/DAL/2023.html,IND,Indiana Pacers,/teams/IND/2023.html,American Airlines Center
UTA-SAS-=2282023,=2-28-2023,9:00p,UTA,Utah Jazz,/teams/UTA/2023.html,SAS,San Antonio Spurs,/teams/SAS/2023.html,Vivint Arena
GSW-POR-=2282023,=2-28-2023,10:00p,GSW,Golden State Warriors,/teams/GSW/2023.html,POR,Portland Trail Blazers,/teams/POR/2023.html,Chase Center
LAC-MIN-=2282023,=2-28-2023,10:00p,LAC,Los Angeles Clippers,/teams/LAC/2023.html,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,Crypto.com Arena
CHO-PHO-=3=12023,=3-=1-2023,7:00p,CHO,Charlotte Hornets,/teams/CHO/2023.html,PHO,Phoenix Suns,/teams/PHO/2023.html,Spectrum Center
DET-CHI-=3=12023,=3-=1-2023,7:00p,DET,Detroit Pistons,/teams/DET/2023.html,CHI,Chicago Bulls,/teams/CHI/2023.html,Little Caesars Arena
BOS-CLE-=3=12023,=3-=1-2023,7:30p,BOS,Boston Celtics,/teams/BOS/2023.html,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,TD Garden
MIA-PHI-=3=12023,=3-=1-2023,7:30p,MIA,Miami Heat,/teams/MIA/2023.html,PHI,Philadelphia 76ers,/teams/PHI/2023.html,FTX Arena
NYK-BRK-=3=12023,=3-=1-2023,7:30p,NYK,New York Knicks,/teams/NYK/2023.html,BRK,Brooklyn Nets,/teams/BRK/2023.html,Madison Square Garden (IV)
HOU-MEM-=3=12023,=3-=1-2023,8:00p,HOU,Houston Rockets,/teams/HOU/2023.html,MEM,Memphis Grizzlies,/teams/MEM/2023.html,Toyota Center
MIL-ORL-=3=12023,=3-=1-2023,8:00p,MIL,Milwaukee Bucks,/teams/MIL/2023.html,ORL,Orlando Magic,/teams/ORL/2023.html,Fiserv Forum
OKC-LAL-=3=12023,=3-=1-2023,8:00p,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,LAL,Los Angeles Lakers,/teams/LAL/2023.html,Paycom Center
POR-NOP-=3=12023,=3-=1-2023,10:00p,POR,Portland Trail Blazers,/teams/POR/2023.html,NOP,New Orleans Pelicans,/teams/NOP/2023.html,Moda Center
WAS-TOR-=3=22023,=3-=2-2023,7:00p,WAS,Washington Wizards,/teams/WAS/2023.html,TOR,Toronto Raptors,/teams/TOR/2023.html,Capital One Arena
DAL-PHI-=3=22023,=3-=2-2023,7:30p,DAL,Dallas Mavericks,/teams/DAL/2023.html,PHI,Philadelphia 76ers,/teams/PHI/2023.html,American Airlines Center
SAS-IND-=3=22023,=3-=2-2023,8:30p,SAS,San Antonio Spurs,/teams/SAS/2023.html,IND,Indiana Pacers,/teams/IND/2023.html,AT&T Center
GSW-LAC-=3=22023,=3-=2-2023,10:00p,GSW,Golden State Warriors,/teams/GSW/2023.html,LAC,Los Angeles Clippers,/teams/LAC/2023.html,Chase Center
CHO-ORL-=3=32023,=3-=3-2023,7:00p,CHO,Charlotte Hornets,/teams/CHO/2023.html,ORL,Orlando Magic,/teams/ORL/2023.html,Spectrum Center
ATL-POR-=3=32023,=3-=3-2023,7:30p,ATL,Atlanta Hawks,/teams/ATL/2023.html,POR,Portland Trail Blazers,/teams/POR/2023.html,State Farm Arena
BOS-BRK-=3=32023,=3-=3-2023,7:30p,BOS,Boston Celtics,/teams/BOS/2023.html,BRK,Brooklyn Nets,/teams/BRK/2023.html,TD Garden
CHI-PHO-=3=32023,=3-=3-2023,8:00p,CHI,Chicago Bulls,/teams/CHI/2023.html,PHO,Phoenix Suns,/teams/PHO/2023.html,United Center
MIA-NYK-=3=32023,=3-=3-2023,8:00p,MIA,Miami Heat,/teams/MIA/2023.html,NYK,New York Knicks,/teams/NYK/2023.html,FTX Arena
OKC-UTA-=3=32023,=3-=3-2023,8:00p,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,UTA,Utah Jazz,/teams/UTA/2023.html,Paycom Center
DEN-MEM-=3=32023,=3-=3-2023,10:00p,DEN,Denver Nuggets,/teams/DEN/2023.html,MEM,Memphis Grizzlies,/teams/MEM/2023.html,Ball Arena
GSW-NOP-=3=32023,=3-=3-2023,10:00p,GSW,Golden State Warriors,/teams/GSW/2023.html,NOP,New Orleans Pelicans,/teams/NOP/2023.html,Chase Center
SAC-LAC-=3=32023,=3-=3-2023,10:00p,SAC,Sacramento Kings,/teams/SAC/2023.html,LAC,Los Angeles Clippers,/teams/LAC/2023.html,Golden 1 Center
LAL-MIN-=3=32023,=3-=3-2023,10:30p,LAL,Los Angeles Lakers,/teams/LAL/2023.html,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,Crypto.com Arena
WAS-TOR-=3=42023,=3-=4-2023,5:00p,WAS,Washington Wizards,/teams/WAS/2023.html,TOR,Toronto Raptors,/teams/TOR/2023.html,Capital One Arena
CLE-DET-=3=42023,=3-=4-2023,8:00p,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,DET,Detroit Pistons,/teams/DET/2023.html,Rocket Mortgage Fieldhouse
MIA-ATL-=3=42023,=3-=4-2023,8:00p,MIA,Miami Heat,/teams/MIA/2023.html,ATL,Atlanta Hawks,/teams/ATL/2023.html,FTX Arena
SAS-HOU-=3=42023,=3-=4-2023,8:00p,SAS,San Antonio Spurs,/teams/SAS/2023.html,HOU,Houston Rockets,/teams/HOU/2023.html,AT&T Center
MIL-PHI-=3=42023,=3-=4-2023,8:30p,MIL,Milwaukee Bucks,/teams/MIL/2023.html,PHI,Philadelphia 76ers,/teams/PHI/2023.html,Fiserv Forum
SAC-MIN-=3=42023,=3-=4-2023,10:00p,SAC,Sacramento Kings,/teams/SAC/2023.html,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,Golden 1 Center
DAL-PHO-=3=52023,=3-=5-2023,1:00p,DAL,Dallas Mavericks,/teams/DAL/2023.html,PHO,Phoenix Suns,/teams/PHO/2023.html,American Airlines Center
CHI-IND-=3=52023,=3-=5-2023,3:30p,CHI,Chicago Bulls,/teams/CHI/2023.html,IND,Indiana Pacers,/teams/IND/2023.html,United Center
LAL-GSW-=3=52023,=3-=5-2023,3:30p,LAL,Los Angeles Lakers,/teams/LAL/2023.html,GSW,Golden State Warriors,/teams/GSW/2023.html,Crypto.com Arena
BRK-CHO-=3=52023,=3-=5-2023,6:00p,BRK,Brooklyn Nets,/teams/BRK/2023.html,CHO,Charlotte Hornets,/teams/CHO/2023.html,Barclays Center
ORL-POR-=3=52023,=3-=5-2023,6:00p,ORL,Orlando Magic,/teams/ORL/2023.html,POR,Portland Trail Blazers,/teams/POR/2023.html,Amway Center
HOU-SAS-=3=52023,=3-=5-2023,7:00p,HOU,Houston Rockets,/teams/HOU/2023.html,SAS,San Antonio Spurs,/teams/SAS/2023.html,Toyota Center
OKC-UTA-=3=52023,=3-=5-2023,7:00p,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,UTA,Utah Jazz,/teams/UTA/2023.html,Paycom Center
BOS-NYK-=3=52023,=3-=5-2023,7:30p,BOS,Boston Celtics,/teams/BOS/2023.html,NYK,New York Knicks,/teams/NYK/2023.html,TD Garden
LAC-MEM-=3=52023,=3-=5-2023,10:00p,LAC,Los Angeles Clippers,/teams/LAC/2023.html,MEM,Memphis Grizzlies,/teams/MEM/2023.html,Crypto.com Arena
CLE-BOS-=3=62023,=3-=6-2023,7:00p,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,BOS,Boston Celtics,/teams/BOS/2023.html,Rocket Mortgage Fieldhouse
IND-PHI-=3=62023,=3-=6-2023,7:00p,IND,Indiana Pacers,/teams/IND/2023.html,PHI,Philadelphia 76ers,/teams/PHI/2023.html,Gainbridge Fieldhouse
WAS-MIL-=3=62023,=3-=6-2023,7:00p,WAS,Washington Wizards,/teams/WAS/2023.html,MIL,Milwaukee Bucks,/teams/MIL/2023.html,Capital One Arena
MIA-ATL-=3=62023,=3-=6-2023,7:30p,MIA,Miami Heat,/teams/MIA/2023.html,ATL,Atlanta Hawks,/teams/ATL/2023.html,FTX Arena
DEN-TOR-=3=62023,=3-=6-2023,9:00p,DEN,Denver Nuggets,/teams/DEN/2023.html,TOR,Toronto Raptors,/teams/TOR/2023.html,Ball Arena
SAC-NOP-=3=62023,=3-=6-2023,10:00p,SAC,Sacramento Kings,/teams/SAC/2023.html,NOP,New Orleans Pelicans,/teams/NOP/2023.html,Golden 1 Center
DET-POR-=3=72023,=3-=7-2023,7:00p,DET,Detroit Pistons,/teams/DET/2023.html,POR,Portland Trail Blazers,/teams/POR/2023.html,Little Caesars Arena
ORL-MIL-=3=72023,=3-=7-2023,7:00p,ORL,Orlando Magic,/teams/ORL/2023.html,MIL,Milwaukee Bucks,/teams/MIL/2023.html,Amway Center
MIN-PHI-=3=72023,=3-=7-2023,7:30p,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,PHI,Philadelphia 76ers,/teams/PHI/2023.html,Target Center
NYK-CHO-=3=72023,=3-=7-2023,7:30p,NYK,New York Knicks,/teams/NYK/2023.html,CHO,Charlotte Hornets,/teams/CHO/2023.html,Madison Square Garden (IV)
HOU-BRK-=3=72023,=3-=7-2023,8:00p,HOU,Houston Rockets,/teams/HOU/2023.html,BRK,Brooklyn Nets,/teams/BRK/2023.html,Toyota Center
OKC-GSW-=3=72023,=3-=7-2023,8:00p,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,GSW,Golden State Warriors,/teams/GSW/2023.html,Paycom Center
DAL-UTA-=3=72023,=3-=7-2023,8:30p,DAL,Dallas Mavericks,/teams/DAL/2023.html,UTA,Utah Jazz,/teams/UTA/2023.html,American Airlines Center
LAL-MEM-=3=72023,=3-=7-2023,10:00p,LAL,Los Angeles Lakers,/teams/LAL/2023.html,MEM,Memphis Grizzlies,/teams/MEM/2023.html,Crypto.com Arena
WAS-ATL-=3=82023,=3-=8-2023,7:00p,WAS,Washington Wizards,/teams/WAS/2023.html,ATL,Atlanta Hawks,/teams/ATL/2023.html,Capital One Arena
BOS-POR-=3=82023,=3-=8-2023,7:30p,BOS,Boston Celtics,/teams/BOS/2023.html,POR,Portland Trail Blazers,/teams/POR/2023.html,TD Garden
MIA-CLE-=3=82023,=3-=8-2023,7:30p,MIA,Miami Heat,/teams/MIA/2023.html,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,FTX Arena
NOP-DAL-=3=82023,=3-=8-2023,7:30p,NOP,New Orleans Pelicans,/teams/NOP/2023.html,DAL,Dallas Mavericks,/teams/DAL/2023.html,Smoothie King Center
DEN-CHI-=3=82023,=3-=8-2023,9:00p,DEN,Denver Nuggets,/teams/DEN/2023.html,CHI,Chicago Bulls,/teams/CHI/2023.html,Ball Arena
PHO-OKC-=3=82023,=3-=8-2023,9:00p,PHO,Phoenix Suns,/teams/PHO/2023.html,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,Footprint Center
LAC-TOR-=3=82023,=3-=8-2023,10:00p,LAC,Los Angeles Clippers,/teams/LAC/2023.html,TOR,Toronto Raptors,/teams/TOR/2023.html,Crypto.com Arena
DET-CHO-=3=92023,=3-=9-2023,7:00p,DET,Detroit Pistons,/teams/DET/2023.html,CHO,Charlotte Hornets,/teams/CHO/2023.html,Little Caesars Arena
IND-HOU-=3=92023,=3-=9-2023,7:00p,IND,Indiana Pacers,/teams/IND/2023.html,HOU,Houston Rockets,/teams/HOU/2023.html,Gainbridge Fieldhouse
ORL-UTA-=3=92023,=3-=9-2023,7:00p,ORL,Orlando Magic,/teams/ORL/2023.html,UTA,Utah Jazz,/teams/UTA/2023.html,Amway Center
MIL-BRK-=3=92023,=3-=9-2023,7:30p,MIL,Milwaukee Bucks,/teams/MIL/2023.html,BRK,Brooklyn Nets,/teams/BRK/2023.html,Fiserv Forum
MEM-GSW-=3=92023,=3-=9-2023,10:00p,MEM,Memphis Grizzlies,/teams/MEM/2023.html,GSW,Golden State Warriors,/teams/GSW/2023.html,FedEx Forum
SAC-NYK-=3=92023,=3-=9-2023,10:00p,SAC,Sacramento Kings,/teams/SAC/2023.html,NYK,New York Knicks,/teams/NYK/2023.html,Golden 1 Center
PHI-POR-=3102023,=3-10-2023,7:00p,PHI,Philadelphia 76ers,/teams/PHI/2023.html,POR,Portland Trail Blazers,/teams/POR/2023.html,Wells Fargo Center
WAS-ATL-=3102023,=3-10-2023,7:00p,WAS,Washington Wizards,/teams/WAS/2023.html,ATL,Atlanta Hawks,/teams/ATL/2023.html,Capital One Arena
MIA-CLE-=3102023,=3-10-2023,8:00p,MIA,Miami Heat,/teams/MIA/2023.html,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,FTX Arena
MIN-BRK-=3102023,=3-10-2023,8:00p,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,BRK,Brooklyn Nets,/teams/BRK/2023.html,Target Center
SAS-DEN-=3102023,=3-10-2023,8:00p,SAS,San Antonio Spurs,/teams/SAS/2023.html,DEN,Denver Nuggets,/teams/DEN/2023.html,AT&T Center
LAL-TOR-=3102023,=3-10-2023,10:30p,LAL,Los Angeles Lakers,/teams/LAL/2023.html,TOR,Toronto Raptors,/teams/TOR/2023.html,Crypto.com Arena
LAC-NYK-=3112023,=3-11-2023,4:00p,LAC,Los Angeles Clippers,/teams/LAC/2023.html,NYK,New York Knicks,/teams/NYK/2023.html,Crypto.com Arena
CHO-UTA-=3112023,=3-11-2023,7:00p,CHO,Charlotte Hornets,/teams/CHO/2023.html,UTA,Utah Jazz,/teams/UTA/2023.html,Spectrum Center
DET-IND-=3112023,=3-11-2023,7:00p,DET,Detroit Pistons,/teams/DET/2023.html,IND,Indiana Pacers,/teams/IND/2023.html,Little Caesars Arena
ORL-MIA-=3112023,=3-11-2023,7:00p,ORL,Orlando Magic,/teams/ORL/2023.html,MIA,Miami Heat,/teams/MIA/2023.html,Amway Center
ATL-BOS-=3112023,=3-11-2023,7:30p,ATL,Atlanta Hawks,/teams/ATL/2023.html,BOS,Boston Celtics,/teams/BOS/2023.html,State Farm Arena
HOU-CHI-=3112023,=3-11-2023,8:00p,HOU,Houston Rockets,/teams/HOU/2023.html,CHI,Chicago Bulls,/teams/CHI/2023.html,Toyota Center
MEM-DAL-=3112023,=3-11-2023,8:00p,MEM,Memphis Grizzlies,/teams/MEM/2023.html,DAL,Dallas Mavericks,/teams/DAL/2023.html,FedEx Forum
GSW-MIL-=3112023,=3-11-2023,8:30p,GSW,Golden State Warriors,/teams/GSW/2023.html,MIL,Milwaukee Bucks,/teams/MIL/2023.html,Chase Center
NOP-OKC-=3112023,=3-11-2023,8:30p,NOP,New Orleans Pelicans,/teams/NOP/2023.html,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,Smoothie King Center
PHO-SAC-=3112023,=3-11-2023,10:00p,PHO,Phoenix Suns,/teams/PHO/2023.html,SAC,Sacramento Kings,/teams/SAC/2023.html,Footprint Center
DEN-BRK-=3122023,=3-12-2023,3:30p,DEN,Denver Nuggets,/teams/DEN/2023.html,BRK,Brooklyn Nets,/teams/BRK/2023.html,Ball Arena
CHO-CLE-=3122023,=3-12-2023,5:00p,CHO,Charlotte Hornets,/teams/CHO/2023.html,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,Spectrum Center
PHI-WAS-=3122023,=3-12-2023,6:00p,PHI,Philadelphia 76ers,/teams/PHI/2023.html,WAS,Washington Wizards,/teams/WAS/2023.html,Wells Fargo Center
NOP-POR-=3122023,=3-12-2023,7:00p,NOP,New Orleans Pelicans,/teams/NOP/2023.html,POR,Portland Trail Blazers,/teams/POR/2023.html,Smoothie King Center
SAS-OKC-=3122023,=3-12-2023,7:00p,SAS,San Antonio Spurs,/teams/SAS/2023.html,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,AT&T Center
LAL-NYK-=3122023,=3-12-2023,9:00p,LAL,Los Angeles Lakers,/teams/LAL/2023.html,NYK,New York Knicks,/teams/NYK/2023.html,Crypto.com Arena
DET-IND-=3132023,=3-13-2023,7:00p,DET,Detroit Pistons,/teams/DET/2023.html,IND,Indiana Pacers,/teams/IND/2023.html,Little Caesars Arena
ATL-MIN-=3132023,=3-13-2023,7:30p,ATL,Atlanta Hawks,/teams/ATL/2023.html,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,State Farm Arena
DAL-MEM-=3132023,=3-13-2023,7:30p,DAL,Dallas Mavericks,/teams/DAL/2023.html,MEM,Memphis Grizzlies,/teams/MEM/2023.html,American Airlines Center
MIA-UTA-=3132023,=3-13-2023,7:30p,MIA,Miami Heat,/teams/MIA/2023.html,UTA,Utah Jazz,/teams/UTA/2023.html,FTX Arena
HOU-BOS-=3132023,=3-13-2023,8:00p,HOU,Houston Rockets,/teams/HOU/2023.html,BOS,Boston Celtics,/teams/BOS/2023.html,Toyota Center
GSW-PHO-=3132023,=3-13-2023,10:00p,GSW,Golden State Warriors,/teams/GSW/2023.html,PHO,Phoenix Suns,/teams/PHO/2023.html,Chase Center
SAC-MIL-=3132023,=3-13-2023,10:00p,SAC,Sacramento Kings,/teams/SAC/2023.html,MIL,Milwaukee Bucks,/teams/MIL/2023.html,Golden 1 Center
CHO-CLE-=3142023,=3-14-2023,7:00p,CHO,Charlotte Hornets,/teams/CHO/2023.html,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,Spectrum Center
WAS-DET-=3142023,=3-14-2023,7:00p,WAS,Washington Wizards,/teams/WAS/2023.html,DET,Detroit Pistons,/teams/DET/2023.html,Capital One Arena
TOR-DEN-=3142023,=3-14-2023,7:30p,TOR,Toronto Raptors,/teams/TOR/2023.html,DEN,Denver Nuggets,/teams/DEN/2023.html,Scotiabank Arena
NOP-LAL-=3142023,=3-14-2023,8:00p,NOP,New Orleans Pelicans,/teams/NOP/2023.html,LAL,Los Angeles Lakers,/teams/LAL/2023.html,Smoothie King Center
OKC-BRK-=3142023,=3-14-2023,8:00p,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,BRK,Brooklyn Nets,/teams/BRK/2023.html,Paycom Center
SAS-ORL-=3142023,=3-14-2023,8:00p,SAS,San Antonio Spurs,/teams/SAS/2023.html,ORL,Orlando Magic,/teams/ORL/2023.html,AT&T Center
PHO-MIL-=3142023,=3-14-2023,10:00p,PHO,Phoenix Suns,/teams/PHO/2023.html,MIL,Milwaukee Bucks,/teams/MIL/2023.html,Footprint Center
POR-NYK-=3142023,=3-14-2023,10:00p,POR,Portland Trail Blazers,/teams/POR/2023.html,NYK,New York Knicks,/teams/NYK/2023.html,Moda Center
CLE-PHI-=3152023,=3-15-2023,7:30p,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,PHI,Philadelphia 76ers,/teams/PHI/2023.html,Rocket Mortgage Fieldhouse
MIA-MEM-=3152023,=3-15-2023,7:30p,MIA,Miami Heat,/teams/MIA/2023.html,MEM,Memphis Grizzlies,/teams/MEM/2023.html,FTX Arena
CHI-SAC-=3152023,=3-15-2023,8:00p,CHI,Chicago Bulls,/teams/CHI/2023.html,SAC,Sacramento Kings,/teams/SAC/2023.html,United Center
HOU-LAL-=3152023,=3-15-2023,8:00p,HOU,Houston Rockets,/teams/HOU/2023.html,LAL,Los Angeles Lakers,/teams/LAL/2023.html,Toyota Center
MIN-BOS-=3152023,=3-15-2023,8:00p,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,BOS,Boston Celtics,/teams/BOS/2023.html,Target Center
SAS-DAL-=3152023,=3-15-2023,8:30p,SAS,San Antonio Spurs,/teams/SAS/2023.html,DAL,Dallas Mavericks,/teams/DAL/2023.html,AT&T Center
LAC-GSW-=3152023,=3-15-2023,10:00p,LAC,Los Angeles Clippers,/teams/LAC/2023.html,GSW,Golden State Warriors,/teams/GSW/2023.html,Crypto.com Arena
DET-DEN-=3162023,=3-16-2023,7:00p,DET,Detroit Pistons,/teams/DET/2023.html,DEN,Denver Nuggets,/teams/DEN/2023.html,Little Caesars Arena
BRK-SAC-=3162023,=3-16-2023,7:30p,BRK,Brooklyn Nets,/teams/BRK/2023.html,SAC,Sacramento Kings,/teams/SAC/2023.html,Barclays Center
TOR-OKC-=3162023,=3-16-2023,7:30p,TOR,Toronto Raptors,/teams/TOR/2023.html,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,Scotiabank Arena
MIL-IND-=3162023,=3-16-2023,8:00p,MIL,Milwaukee Bucks,/teams/MIL/2023.html,IND,Indiana Pacers,/teams/IND/2023.html,Fiserv Forum
PHO-ORL-=3162023,=3-16-2023,10:00p,PHO,Phoenix Suns,/teams/PHO/2023.html,ORL,Orlando Magic,/teams/ORL/2023.html,Footprint Center
CHO-PHI-=3172023,=3-17-2023,7:00p,CHO,Charlotte Hornets,/teams/CHO/2023.html,PHI,Philadelphia 76ers,/teams/PHI/2023.html,Spectrum Center
ATL-GSW-=3172023,=3-17-2023,7:30p,ATL,Atlanta Hawks,/teams/ATL/2023.html,GSW,Golden State Warriors,/teams/GSW/2023.html,State Farm Arena
CLE-WAS-=3172023,=3-17-2023,7:30p,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,WAS,Washington Wizards,/teams/WAS/2023.html,Rocket Mortgage Fieldhouse
CHI-MIN-=3172023,=3-17-2023,8:00p,CHI,Chicago Bulls,/teams/CHI/2023.html,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,United Center
HOU-NOP-=3172023,=3-17-2023,8:00p,HOU,Houston Rockets,/teams/HOU/2023.html,NOP,New Orleans Pelicans,/teams/NOP/2023.html,Toyota Center
SAS-MEM-=3172023,=3-17-2023,8:00p,SAS,San Antonio Spurs,/teams/SAS/2023.html,MEM,Memphis Grizzlies,/teams/MEM/2023.html,AT&T Center
POR-BOS-=3172023,=3-17-2023,10:00p,POR,Portland Trail Blazers,/teams/POR/2023.html,BOS,Boston Celtics,/teams/BOS/2023.html,Moda Center
LAL-DAL-=3172023,=3-17-2023,10:30p,LAL,Los Angeles Lakers,/teams/LAL/2023.html,DAL,Dallas Mavericks,/teams/DAL/2023.html,Crypto.com Arena
NYK-DEN-=3182023,=3-18-2023,1:00p,NYK,New York Knicks,/teams/NYK/2023.html,DEN,Denver Nuggets,/teams/DEN/2023.html,Madison Square Garden (IV)
LAC-ORL-=3182023,=3-18-2023,3:00p,LAC,Los Angeles Clippers,/teams/LAC/2023.html,ORL,Orlando Magic,/teams/ORL/2023.html,Crypto.com Arena
IND-PHI-=3182023,=3-18-2023,7:00p,IND,Indiana Pacers,/teams/IND/2023.html,PHI,Philadelphia 76ers,/teams/PHI/2023.html,Gainbridge Fieldhouse
TOR-MIN-=3182023,=3-18-2023,7:00p,TOR,Toronto Raptors,/teams/TOR/2023.html,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,Scotiabank Arena
CHI-MIA-=3182023,=3-18-2023,8:00p,CHI,Chicago Bulls,/teams/CHI/2023.html,MIA,Miami Heat,/teams/MIA/2023.html,United Center
MEM-GSW-=3182023,=3-18-2023,8:00p,MEM,Memphis Grizzlies,/teams/MEM/2023.html,GSW,Golden State Warriors,/teams/GSW/2023.html,FedEx Forum
WAS-SAC-=3182023,=3-18-2023,8:00p,WAS,Washington Wizards,/teams/WAS/2023.html,SAC,Sacramento Kings,/teams/SAC/2023.html,Capital One Arena
UTA-BOS-=3182023,=3-18-2023,9:00p,UTA,Utah Jazz,/teams/UTA/2023.html,BOS,Boston Celtics,/teams/BOS/2023.html,Vivint Arena
BRK-DEN-=3192023,=3-19-2023,3:30p,BRK,Brooklyn Nets,/teams/BRK/2023.html,DEN,Denver Nuggets,/teams/DEN/2023.html,Barclays Center
OKC-PHO-=3192023,=3-19-2023,3:30p,OKC,Oklahoma City Thunder,/teams/OKC/2023.html,PHO,Phoenix Suns,/teams/PHO/2023.html,Paycom Center
SAS-ATL-=3192023,=3-19-2023,4:00p,SAS,San Antonio Spurs,/teams/SAS/2023.html,ATL,Atlanta Hawks,/teams/ATL/2023.html,AT&T Center
DET-MIA-=3192023,=3-19-2023,6:00p,DET,Detroit Pistons,/teams/DET/2023.html,MIA,Miami Heat,/teams/MIA/2023.html,Little Caesars Arena
HOU-NOP-=3192023,=3-19-2023,7:00p,HOU,Houston Rockets,/teams/HOU/2023.html,NOP,New Orleans Pelicans,/teams/NOP/2023.html,Toyota Center
MIL-TOR-=3192023,=3-19-2023,8:00p,MIL,Milwaukee Bucks,/teams/MIL/2023.html,TOR,Toronto Raptors,/teams/TOR/2023.html,Fiserv Forum
POR-LAC-=3192023,=3-19-2023,9:00p,POR,Portland Trail Blazers,/teams/POR/2023.html,LAC,Los Angeles Clippers,/teams/LAC/2023.html,Moda Center
LAL-ORL-=3192023,=3-19-2023,9:30p,LAL,Los Angeles Lakers,/teams/LAL/2023.html,ORL,Orlando Magic,/teams/ORL/2023.html,Crypto.com Arena
CHO-IND-=3202023,=3-20-2023,7:00p,CHO,Charlotte Hornets,/teams/CHO/2023.html,IND,Indiana Pacers,/teams/IND/2023.html,Spectrum Center
PHI-CHI-=3202023,=3-20-2023,7:00p,PHI,Philadelphia 76ers,/teams/PHI/2023.html,CHI,Chicago Bulls,/teams/CHI/2023.html,Wells Fargo Center
NYK-MIN-=3202023,=3-20-2023,7:30p,NYK,New York Knicks,/teams/NYK/2023.html,MIN,Minnesota Timberwolves,/teams/MIN/2023.html,Madison Square Garden (IV)
HOU-GSW-=3202023,=3-20-2023,8:00p,HOU,Houston Rockets,/teams/HOU/2023.html,GSW,Golden State Warriors,/teams/GSW/2023.html,Toyota Center
MEM-DAL-=3202023,=3-20-2023,8:00p,MEM,Memphis Grizzlies,/teams/MEM/2023.html,DAL,Dallas Mavericks,/teams/DAL/2023.html,FedEx Forum
UTA-SAC-=3202023,=3-20-2023,9:00p,UTA,Utah Jazz,/teams/UTA/2023.html,SAC,Sacramento Kings,/teams/SAC/2023.html,Vivint Arena
ORL-WAS-=3212023,=3-21-2023,7:00p,ORL,Orlando Magic,/teams/ORL/2023.html,WAS,Washington Wizards,/teams/WAS/2023.html,Amway Center
ATL-DET-=3212023,=3-21-2023,7:30p,ATL,Atlanta Hawks,/teams/ATL/2023.html,DET,Detroit Pistons,/teams/DET/2023.html,State Farm Arena
BRK-CLE-=3212023,=3-21-2023,7:30p,BRK,Brooklyn Nets,/teams/BRK/2023.html,CLE,Cleveland Cavaliers,/teams/CLE/2023.html,Barclays Center
NOP-SAS-=3212023,=3-21-2023,8:00p,NOP,New Orleans Pelicans,/teams/NOP/2023.html,SAS,San Antonio Spurs,/teams/SAS/2023.html,Smoothie King Center
SAC-BOS-=3212023,=3-21-2023,10:00p,SAC,Sacramento Kings,/teams/SAC/2023.html,BOS,Boston Celtics,/teams/BOS/2023.html,Golden 1 Center
